model,contract,item,dim,passed,reason,words,stratum
gpt-5.6-terra,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,C5,coverage,True,"Key risk allocations such as conditional IP transfer, broad indemnities, unilateral termination, deemed acceptance, and non-exclusive assignment are all correctly identified.",4870,medium
gpt-5.6-terra,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,U1,usability,True,"The note provides a complete, standalone overview of the agreement's parties, purpose, obligations, term, and risks without requiring external context.",4870,medium
gpt-5.6-terra,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,U2,usability,True,"The briefing is concise and structured as a digest, avoiding verbatim clause pasting while retaining all essential details.",4870,medium
gpt-5.6-terra,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,U3,usability,True,"Statements are highly specific, clearly identifying responsible parties, exact timeframes, and precise conditions for obligations and risks.",4870,medium
gpt-5.6-terra,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,F1,faithfulness,True,All three parties listed in the brief are explicitly named in the contract preamble.,5780,medium
gpt-5.6-terra,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,F2,faithfulness,True,Every obligation listed is directly traceable to specific contract sections and correctly attributed to the responsible party.,5780,medium
gpt-5.6-terra,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,F3,faithfulness,True,The stated term and Kmart termination condition exactly match Section 2(c) of the contract.,5780,medium
gpt-5.6-terra,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,F4,faithfulness,True,"All risks cited are grounded in specific contract provisions, including accurately noted blank financial terms.",5780,medium
gpt-5.6-terra,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,C1,coverage,True,The brief correctly identifies all three contracting parties named in the agreement.,5780,medium
gpt-5.6-terra,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,C2,coverage,True,The purpose accurately summarizes the endorsement license and related appearance obligations for eyewear products.,5780,medium
gpt-5.6-terra,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,C3,coverage,True,"Material obligations for Diplomat, KI Inc., and SW are all clearly outlined in the key obligations section.",5780,medium
gpt-5.6-terra,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,C4,coverage,True,"The start and end dates, Kmart termination right, and absence of renewal are accurately captured.",5780,medium
gpt-5.6-terra,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,C5,coverage,True,"Key risk allocations including indemnities, termination triggers, IP/goodwill transfer, and exclusivity are thoroughly documented.",5780,medium
gpt-5.6-terra,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,U1,usability,True,The structured summary provides complete context and clearly explains the deal without requiring the original text.,5780,medium
gpt-5.6-terra,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,U2,usability,True,"The note uses concise, synthesized bullet points rather than copying lengthy contract clauses.",5780,medium
gpt-5.6-terra,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,U3,usability,True,Each obligation and risk explicitly identifies the responsible party and the specific duty or exposure.,5780,medium
gpt-5.6-terra,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,F1,faithfulness,True,"Both Excite, Inc. and CyberShop are explicitly named in the contract preamble and correctly identified in the brief.",5880,medium
gpt-5.6-terra,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,F2,faithfulness,True,"Every listed obligation maps directly to specific contract sections (1-7, 10, 12, 13) with accurate party attribution.",5880,medium
gpt-5.6-terra,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,F3,faithfulness,True,"The term description accurately reflects Section 9's performance-based duration, two-year minimum, and good-faith negotiation requirement for year two.",5880,medium
gpt-5.6-terra,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,F4,faithfulness,True,"All cited risks, including availability constraints, redacted metrics, termination triggers, indemnities, liability caps, and data restrictions, are grounded in the contract text.",5880,medium
gpt-5.6-terra,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,C1,coverage,True,Both contracting parties are clearly identified in the brief.,5880,medium
gpt-5.6-terra,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,C2,coverage,True,The purpose correctly characterizes the agreement as a web sponsorship and advertising arrangement for promotional placements.,5880,medium
gpt-5.6-terra,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,C3,coverage,True,"Material obligations for both Excite (delivering placements, reporting, hosting) and CyberShop (paying fees, sharing data, indemnifying) are comprehensively covered.",5880,medium
gpt-5.6-terra,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,C4,coverage,True,"The brief accurately captures the term's start, minimum duration, performance conditions, and the absence of an automatic renewal mechanism.",5880,medium
gpt-5.6-terra,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,C5,coverage,True,"Key risk allocations including mutual indemnities, liability caps, termination rights, IP licensing, and dispute resolution procedures are all noted.",5880,medium
gpt-5.6-terra,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,U1,usability,True,"The note is comprehensive and self-contained, allowing a reader to understand the deal structure without external context.",5880,medium
gpt-5.6-terra,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,U2,usability,True,The content is concisely summarized without verbatim clause dumping or unnecessary detail.,5880,medium
gpt-5.6-terra,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,U3,usability,True,"Obligations and risks explicitly identify the responsible party and the specific duty or restriction, avoiding vague boilerplate.",5880,medium
gpt-5.6-terra,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",F1,faithfulness,True,"Both Ingram Micro and NETGEAR, Inc. are explicitly named as parties in the contract preamble.",6029,medium
gpt-5.6-terra,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",F2,faithfulness,True,All listed obligations accurately reflect specific sections of the contract and are correctly attributed to either the Distributor or NETGEAR.,6029,medium
gpt-5.6-terra,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",F3,faithfulness,True,"The brief correctly states the one-year initial term, automatic renewal, and termination conditions as set out in Section 15.",6029,medium
gpt-5.6-terra,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",F4,faithfulness,True,"Every risk mentioned, including exclusivity conditions, liability caps, warranty limitations, and termination rights, is directly supported by the contract text.",6029,medium
gpt-5.6-terra,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",C1,coverage,True,"The brief identifies both contracting parties, Ingram Micro and NETGEAR, Inc.",6029,medium
gpt-5.6-terra,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",C2,coverage,True,The purpose accurately describes the agreement as a distributor arrangement for hardware and software resale in the United States.,6029,medium
gpt-5.6-terra,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",C3,coverage,True,"Material obligations for both the Distributor (e.g., reporting, support, sales restrictions) and NETGEAR (e.g., pricing notices, higher-level support, warranties) are included.",6029,medium
gpt-5.6-terra,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",C4,coverage,True,"The term, automatic renewal mechanism, and termination notice periods are fully captured.",6029,medium
gpt-5.6-terra,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",C5,coverage,True,"Key risk allocations such as liability caps, IP indemnity limits, unilateral termination rights, and conditional exclusivity are all addressed.",6029,medium
gpt-5.6-terra,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",U1,usability,True,"The note provides a clear, standalone summary of the agreement's structure, duties, and risks without requiring external context.",6029,medium
gpt-5.6-terra,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",U2,usability,True,The content is concisely summarized in bullet points without verbatim clause copying.,6029,medium
gpt-5.6-terra,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",U3,usability,True,"Obligations and risks explicitly state which party bears each duty or exposure, avoiding vague or generic statements.",6029,medium
gpt-5.6-terra,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",F1,faithfulness,True,Both parties named in the brief exactly match the contracting parties identified in the preamble of the amendment.,7145,medium
gpt-5.6-terra,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",F2,faithfulness,True,All listed obligations correspond directly to specific amended or added sections of the contract and are correctly attributed to Columbia or Fleet.,7145,medium
gpt-5.6-terra,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",F3,faithfulness,True,"The brief accurately states the 31 December 2024 expiration, mutual extension requirement, and post-termination performance obligation until a redacted date, matching Section 12.1.",7145,medium
gpt-5.6-terra,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",F4,faithfulness,True,"Every risk, termination right, indemnity scope, and reimbursement obligation cited in the brief is explicitly supported by the corresponding contract sections.",7145,medium
gpt-5.6-terra,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",C1,coverage,True,The brief correctly identifies both Columbia Laboratories (Bermuda) Ltd. and Fleet Laboratories Limited as the contracting parties.,7145,medium
gpt-5.6-terra,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",C2,coverage,True,"The purpose accurately describes the document as an amendment to a manufacturing and supply agreement that updates regulatory, equipment, pricing, and compliance terms.",7145,medium
gpt-5.6-terra,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",C3,coverage,True,"The key obligations section comprehensively details duties for both Fleet (manufacturing, compliance, equipment maintenance, transition) and Columbia (scheduling, payments, raw material supply, cost reimbursement).",7145,medium
gpt-5.6-terra,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",C4,coverage,True,"The term section correctly captures the fixed expiration date, the requirement for mutual written extension, and the wind-down performance period.",7145,medium
gpt-5.6-terra,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",C5,coverage,True,"The brief thoroughly covers the contract's primary risk allocations, including mutual indemnities, unilateral termination triggers, equipment title retention, and transition assistance obligations.",7145,medium
gpt-5.6-terra,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",U1,usability,True,"The briefing note provides a complete, standalone summary of the amendment's key commercial and legal terms without requiring reference to the underlying agreement.",7145,medium
gpt-5.6-terra,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",U2,usability,True,"The note uses concise, synthesized bullet points across structured fields rather than copying lengthy contractual clauses verbatim.",7145,medium
gpt-5.6-terra,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",U3,usability,True,"Each obligation and risk clearly identifies the responsible party and the specific action or exposure, avoiding vague or generic contractual language.",7145,medium
gpt-5.6-terra,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,F1,faithfulness,True,"The brief correctly names T&B Seminars, Inc. and Legacy Education Alliance Holdings, Inc., exactly matching the contract's preamble.",7337,medium
gpt-5.6-terra,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,F2,faithfulness,True,All listed obligations accurately correspond to specific contract sections and are correctly attributed to the respective parties.,7337,medium
gpt-5.6-terra,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,F3,faithfulness,True,"The five-year initial term, automatic renewal mechanism, and 90-day notice requirement precisely match Sections 1.12 and 11.1.",7337,medium
gpt-5.6-terra,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,F4,faithfulness,True,"Every cited risk, including termination triggers, royalty minimums, IP ownership rules, and indemnity requirements, is directly supported by the contract text.",7337,medium
gpt-5.6-terra,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,C1,coverage,True,"Both contracting entities, T&B Seminars, Inc. and Legacy Education Alliance Holdings, Inc., are clearly identified in the parties section.",7337,medium
gpt-5.6-terra,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,C2,coverage,True,The purpose accurately summarizes the agreement as an exclusive license to develop and operate a branded real estate education business using Tarek El Moussa's intellectual property.,7337,medium
gpt-5.6-terra,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,C3,coverage,True,"The brief comprehensively details the material duties of T&B, LEA, the T&B Personality, and mutual obligations like confidentiality and indemnification.",7337,medium
gpt-5.6-terra,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,C4,coverage,True,"The initial five-year duration, automatic five-year renewals, and 90-day termination notice are correctly captured from the contract.",7337,medium
gpt-5.6-terra,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,C5,coverage,True,"Key risk allocations such as exclusivity restrictions, derivative IP ownership, unilateral termination rights, broad indemnities, and liability limitations are all addressed.",7337,medium
gpt-5.6-terra,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,U1,usability,True,"The note provides sufficient context on parties, purpose, obligations, and risks to be fully understood without reading the original contract.",7337,medium
gpt-5.6-terra,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,U2,usability,True,The content is structured as concise bullet points summarizing key terms rather than copying lengthy contractual clauses verbatim.,7337,medium
gpt-5.6-terra,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,U3,usability,True,"Each obligation and risk explicitly identifies the responsible party and the specific requirement or limitation, avoiding vague boilerplate language.",7337,medium
gpt-5.6-terra,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,F1,faithfulness,True,Both parties are correctly named exactly as they appear in the contract preamble.,7663,medium
gpt-5.6-terra,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,F2,faithfulness,True,All listed obligations accurately reflect specific contract sections and are correctly attributed to the respective party.,7663,medium
gpt-5.6-terra,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,F3,faithfulness,True,"The initial term, renewal mechanism, and all termination triggers precisely match Section 13 of the contract.",7663,medium
gpt-5.6-terra,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,F4,faithfulness,True,"Every cited risk, including exclusivity limits, termination rights, warranty caps, indemnity scope, commission conditions, and the Schedule B conflict, is directly supported by the contract text.",7663,medium
gpt-5.6-terra,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,C1,coverage,True,Both contracting entities are explicitly identified in the parties field.,7663,medium
gpt-5.6-terra,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,C2,coverage,True,The purpose accurately summarizes the exclusive distribution arrangement for research quantities and the referral mechanism for commercial quantities.,7663,medium
gpt-5.6-terra,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,C3,coverage,True,The key obligations section comprehensively covers duties for both NTC and Alfa Aesar.,7663,medium
gpt-5.6-terra,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,C4,coverage,True,"The term, automatic renewal conditions, and all termination pathways are fully and accurately detailed.",7663,medium
gpt-5.6-terra,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,C5,coverage,True,"Material risk allocations such as exclusivity boundaries, unilateral termination, limited warranty remedies, indemnity scope, commission restrictions, and governing law conflicts are all addressed.",7663,medium
gpt-5.6-terra,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,U1,usability,True,"The note provides sufficient context on parties, purpose, obligations, term, and risks to be understood independently.",7663,medium
gpt-5.6-terra,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,U2,usability,True,The content is synthesized into concise bullet points without verbatim clause dumping.,7663,medium
gpt-5.6-terra,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,U3,usability,True,Obligations and risks clearly specify the responsible party and the exact nature of the duty or exposure.,7663,medium
gpt-5.6-terra,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,F1,faithfulness,True,Both parties named in the brief exactly match the contracting entities identified in the contract preamble.,7965,medium
gpt-5.6-terra,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,F2,faithfulness,True,Every listed obligation is directly traceable to specific contract articles and is correctly attributed to the responsible party.,7965,medium
gpt-5.6-terra,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,F3,faithfulness,True,"The stated initial term, anniversary-based contract year, and subsequent 30-day termination right precisely align with Articles I and XV.",7965,medium
gpt-5.6-terra,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,F4,faithfulness,True,"All cited risks, including specific percentages, timeframes, and allocation mechanics, are verifiable in the corresponding contract provisions.",7965,medium
gpt-5.6-terra,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,C1,coverage,True,The brief explicitly identifies both the Transporter and the Customer as the contracting parties.,7965,medium
gpt-5.6-terra,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,C2,coverage,True,"The purpose accurately reflects the agreement as a gas transportation contract covering nominations, balancing, fees, and operational arrangements.",7965,medium
gpt-5.6-terra,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,C3,coverage,True,Material obligations for both Transporter and Customer are clearly listed and balanced in the key_obligations field.,7965,medium
gpt-5.6-terra,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,C4,coverage,True,The term field correctly captures the 15-year initial period and the subsequent unilateral termination right on 30 days' notice.,7965,medium
gpt-5.6-terra,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,C5,coverage,True,"Key risk allocations including mutual indemnities, consequential damage exclusions, dedication, assignment limits, and termination rights are all addressed.",7965,medium
gpt-5.6-terra,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,U1,usability,True,The brief provides sufficient context and defined terms to be fully understood without referencing the original contract.,7965,medium
gpt-5.6-terra,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,U2,usability,True,The content is concisely summarized in structured bullet points without verbatim clause copying or unnecessary detail.,7965,medium
gpt-5.6-terra,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,U3,usability,True,"All obligations and risks specify the responsible party and exact contractual terms, avoiding vague or boilerplate language.",7965,medium
gpt-5.6-terra,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,F1,faithfulness,True,"Both Corio Inc. and Commerce One, Inc. are correctly identified as the contracting parties in the preamble.",8396,long
gpt-5.6-terra,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,F2,faithfulness,True,All listed obligations are directly traceable to specific sections of the agreement and correctly attributed to the respective parties.,8396,long
gpt-5.6-terra,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,F3,faithfulness,True,"The initial five-year term, one-year auto-renewal, 30-day notice, and termination triggers exactly match Section 11.",8396,long
gpt-5.6-terra,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,F4,faithfulness,True,"Every risk allocation, including liability caps, indemnity limits, escrow conditions, and IP ownership rules, is accurately grounded in the contract text.",8396,long
gpt-5.6-terra,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,C1,coverage,True,"The brief explicitly names both Corio Inc. and Commerce One, Inc. as the contracting parties.",8396,long
gpt-5.6-terra,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,C2,coverage,True,"The purpose accurately summarizes the license, hosting, sublicensing, and cooperative marketing nature of the agreement.",8396,long
gpt-5.6-terra,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,C3,coverage,True,"Material obligations for both Corio (payments, hosting, customer support) and Commerce One (delivery, maintenance, escrow, indemnity) are clearly detailed.",8396,long
gpt-5.6-terra,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,C4,coverage,True,"The term, renewal mechanism, and termination conditions are fully and accurately captured.",8396,long
gpt-5.6-terra,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,C5,coverage,True,"Key risk allocations such as the liability cap, IP indemnity, survival of customer rights, source code escrow, and covenant not to sue are all addressed.",8396,long
gpt-5.6-terra,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,U1,usability,True,"The note provides a complete, standalone overview of the agreement's structure, duties, and risks without requiring external context.",8396,long
gpt-5.6-terra,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,U2,usability,True,"The brief concisely summarizes clauses without verbatim copying, maintaining a clear digest format.",8396,long
gpt-5.6-terra,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,U3,usability,True,"Obligations and risks are highly specific, identifying responsible parties, timeframes, and financial thresholds rather than using vague boilerplate.",8396,long
gpt-5.6-terra,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,F1,faithfulness,True,Both parties named in the brief match the contract preamble exactly.,9243,long
gpt-5.6-terra,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,F2,faithfulness,True,All listed obligations are directly supported by specific contract sections and correctly attributed to Shipper or Transporter.,9243,long
gpt-5.6-terra,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,F3,faithfulness,True,"The term accurately reflects Section 8.1, noting the effective date and 30-day termination notice with no renewal specified.",9243,long
gpt-5.6-terra,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,F4,faithfulness,True,"Every risk cited corresponds to explicit contract provisions regarding shutdowns, capacity allocation, quality rejection, loss deductions, force majeure payment obligations, financial assurances, liens, assignment restrictions, claim deadlines, liability limitations, governing law, and indemnity scope.",9243,long
gpt-5.6-terra,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,C1,coverage,True,"Both Energy XXI Gulf Coast, Inc. and Energy XXI USA, Inc. are clearly identified.",9243,long
gpt-5.6-terra,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,C2,coverage,True,The purpose accurately describes the agreement as governing the gathering and transportation of crude petroleum through a specific system for applicable charges.,9243,long
gpt-5.6-terra,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,C3,coverage,True,The brief comprehensively lists material obligations for both the Shipper and the Transporter.,9243,long
gpt-5.6-terra,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,C4,coverage,True,"The commencement date, termination mechanism, and absence of renewal terms are correctly captured.",9243,long
gpt-5.6-terra,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,C5,coverage,True,"Key risk allocations including indemnities, limitation of liability, unilateral termination rights, lien/auction rights, and force majeure payment carve-outs are all addressed.",9243,long
gpt-5.6-terra,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,U1,usability,True,"The note provides sufficient detail on parties, purpose, obligations, term, and risks to be fully understood without the source contract.",9243,long
gpt-5.6-terra,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,U2,usability,True,The content is summarized concisely in bullet points without verbatim clause dumping.,9243,long
gpt-5.6-terra,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,U3,usability,True,"Each obligation and risk explicitly identifies the responsible party and the specific requirement or exposure, avoiding vague boilerplate.",9243,long
gpt-5.6-terra,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,F1,faithfulness,True,"Both Nuance Communications, Inc. and Cerence Inc. (SpinCo) are correctly named as the contracting parties in the agreement.",9608,long
gpt-5.6-terra,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,F2,faithfulness,True,"All listed obligations accurately reflect the duties assigned to Nuance and SpinCo in Articles II through VI, VIII, X, and XI.",9608,long
gpt-5.6-terra,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,F3,faithfulness,True,"The term description correctly captures the pre-distribution termination rights, post-distribution mutual termination requirement, and the perpetual nature of the licenses.",9608,long
gpt-5.6-terra,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,F4,faithfulness,True,"Every risk cited, including liability limitations, 'as is' disclaimers, assignment restrictions, and divestiture conditions, is directly supported by specific contract sections.",9608,long
gpt-5.6-terra,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,C1,coverage,True,"The brief explicitly identifies both Nuance Communications, Inc. and Cerence Inc. as the contracting parties.",9608,long
gpt-5.6-terra,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.txt,C2,coverage,True,The purpose accurately summarizes the agreement as an IP allocation and reciprocal licensing framework for a corporate spin-off.,9608,long
