model,contract,category,stratum,words,tp,n_pred,n_gold,parse_ok,strict_json_ok,gold_yes,pred_yes,yn_correct
deepseek-v4-pro,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,Ip Ownership Assignment,long,35339,0,0,0,True,True,False,False,True
deepseek-v4-pro,GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.txt,Non-Compete,long,35339,0,0,0,True,True,False,False,True
deepseek-v4-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,Governing Law,long,38518,1,1,1,True,True,,,
deepseek-v4-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,Expiration Date,long,38518,1,1,1,True,True,,,
deepseek-v4-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,Termination For Convenience,long,38518,1,1,1,True,True,True,True,True
deepseek-v4-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,Cap On Liability,long,38518,1,1,1,True,True,True,True,True
deepseek-v4-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,Ip Ownership Assignment,long,38518,0,1,0,True,True,False,True,False
deepseek-v4-pro,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.txt,Non-Compete,long,38518,1,3,1,True,True,True,True,True
deepseek-v4-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,Governing Law,long,45650,1,1,1,True,True,,,
deepseek-v4-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,Expiration Date,long,45650,1,1,1,True,True,,,
deepseek-v4-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,Termination For Convenience,long,45650,0,1,0,True,True,False,True,False
deepseek-v4-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,Cap On Liability,long,45650,1,1,3,True,True,True,True,True
deepseek-v4-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,Ip Ownership Assignment,long,45650,4,4,13,True,True,True,True,True
deepseek-v4-pro,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,Non-Compete,long,45650,1,6,1,True,True,True,True,True
gemini-3.1-pro,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,Governing Law,short,109,0,0,0,True,True,,,
gemini-3.1-pro,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,Expiration Date,short,109,0,0,0,True,True,,,
gemini-3.1-pro,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,Termination For Convenience,short,109,0,0,0,True,True,False,False,True
gemini-3.1-pro,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,Cap On Liability,short,109,0,0,0,True,True,False,False,True
gemini-3.1-pro,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,Ip Ownership Assignment,short,109,0,0,0,True,True,False,False,True
gemini-3.1-pro,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT.txt,Non-Compete,short,109,0,0,0,True,True,False,False,True
gemini-3.1-pro,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Governing Law,short,302,0,0,0,True,True,,,
gemini-3.1-pro,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Expiration Date,short,302,1,1,1,True,True,,,
gemini-3.1-pro,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Termination For Convenience,short,302,0,0,0,True,True,False,False,True
gemini-3.1-pro,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Cap On Liability,short,302,0,0,0,True,True,False,False,True
gemini-3.1-pro,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Ip Ownership Assignment,short,302,0,0,0,True,True,False,False,True
gemini-3.1-pro,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Non-Compete,short,302,0,0,0,True,True,False,False,True
gemini-3.1-pro,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,Governing Law,short,529,0,0,0,True,True,,,
gemini-3.1-pro,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,Expiration Date,short,529,0,0,0,True,True,,,
gemini-3.1-pro,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,Termination For Convenience,short,529,0,0,0,True,True,False,False,True
gemini-3.1-pro,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,Cap On Liability,short,529,0,0,0,True,True,False,False,True
gemini-3.1-pro,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,Ip Ownership Assignment,short,529,0,0,0,True,True,False,False,True
gemini-3.1-pro,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement.txt,Non-Compete,short,529,0,0,0,True,True,False,False,True
gemini-3.1-pro,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Governing Law,short,756,0,0,0,True,True,,,
gemini-3.1-pro,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Expiration Date,short,756,0,0,1,True,True,,,
gemini-3.1-pro,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Termination For Convenience,short,756,1,1,1,True,True,True,True,True
gemini-3.1-pro,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Cap On Liability,short,756,0,0,0,True,True,False,False,True
gemini-3.1-pro,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Ip Ownership Assignment,short,756,0,0,0,True,True,False,False,True
gemini-3.1-pro,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,Non-Compete,short,756,0,0,0,True,True,False,False,True
gemini-3.1-pro,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Governing Law,short,903,1,1,1,True,True,,,
gemini-3.1-pro,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Expiration Date,short,903,0,0,0,True,True,,,
gemini-3.1-pro,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Termination For Convenience,short,903,1,1,1,True,True,True,True,True
gemini-3.1-pro,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Cap On Liability,short,903,0,0,0,True,True,False,False,True
gemini-3.1-pro,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Ip Ownership Assignment,short,903,0,0,0,True,True,False,False,True
gemini-3.1-pro,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Non-Compete,short,903,0,0,0,True,True,False,False,True
gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Governing Law,short,1762,1,1,1,True,True,,,
gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Expiration Date,short,1762,0,0,2,True,True,,,
gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Termination For Convenience,short,1762,0,2,0,True,True,False,True,False
gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Cap On Liability,short,1762,0,0,1,True,True,True,False,False
gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Ip Ownership Assignment,short,1762,0,0,0,True,True,False,False,True
gemini-3.1-pro,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Non-Compete,short,1762,0,0,0,True,True,False,False,True
gemini-3.1-pro,ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Governing Law,short,1849,1,1,1,True,True,,,
gemini-3.1-pro,ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Expiration Date,short,1849,0,0,0,True,True,,,
gemini-3.1-pro,ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Termination For Convenience,short,1849,0,0,0,True,True,False,False,True
gemini-3.1-pro,ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Cap On Liability,short,1849,0,0,0,True,True,False,False,True
gemini-3.1-pro,ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Ip Ownership Assignment,short,1849,0,0,0,True,True,False,False,True
gemini-3.1-pro,ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Non-Compete,short,1849,0,0,0,True,True,False,False,True
gemini-3.1-pro,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Governing Law,short,2320,1,1,1,True,True,,,
gemini-3.1-pro,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Expiration Date,short,2320,1,1,1,True,True,,,
gemini-3.1-pro,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Termination For Convenience,short,2320,1,1,2,True,True,True,True,True
gemini-3.1-pro,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Cap On Liability,short,2320,0,0,0,True,True,False,False,True
gemini-3.1-pro,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Ip Ownership Assignment,short,2320,0,0,0,True,True,False,False,True
gemini-3.1-pro,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Non-Compete,short,2320,0,1,0,True,True,False,True,False
gemini-3.1-pro,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Governing Law,short,2438,1,1,1,True,True,,,
gemini-3.1-pro,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Expiration Date,short,2438,1,1,1,True,True,,,
gemini-3.1-pro,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Termination For Convenience,short,2438,1,1,1,True,True,True,True,True
gemini-3.1-pro,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Cap On Liability,short,2438,0,0,1,True,True,True,False,False
gemini-3.1-pro,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Ip Ownership Assignment,short,2438,1,1,2,True,True,True,True,True
gemini-3.1-pro,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Non-Compete,short,2438,0,0,0,True,True,False,False,True
gemini-3.1-pro,GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Governing Law,short,2765,1,1,1,True,True,,,
gemini-3.1-pro,GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Expiration Date,short,2765,0,0,0,True,True,,,
gemini-3.1-pro,GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Termination For Convenience,short,2765,0,0,0,True,True,False,False,True
gemini-3.1-pro,GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Cap On Liability,short,2765,0,0,0,True,True,False,False,True
gemini-3.1-pro,GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Ip Ownership Assignment,short,2765,0,0,0,True,True,False,False,True
gemini-3.1-pro,GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Non-Compete,short,2765,0,0,0,True,True,False,False,True
gemini-3.1-pro,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Governing Law,short,2848,1,1,1,True,True,,,
gemini-3.1-pro,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Expiration Date,short,2848,0,1,1,True,True,,,
gemini-3.1-pro,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Termination For Convenience,short,2848,0,0,0,True,True,False,False,True
gemini-3.1-pro,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Cap On Liability,short,2848,0,1,0,True,True,False,True,False
gemini-3.1-pro,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Ip Ownership Assignment,short,2848,0,0,0,True,True,False,False,True
gemini-3.1-pro,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Non-Compete,short,2848,0,1,0,True,True,False,True,False
gemini-3.1-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Governing Law,short,2851,0,0,0,True,True,,,
gemini-3.1-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Expiration Date,short,2851,1,1,1,True,True,,,
gemini-3.1-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Termination For Convenience,short,2851,0,0,0,True,True,False,False,True
gemini-3.1-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Cap On Liability,short,2851,0,0,0,True,True,False,False,True
gemini-3.1-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Ip Ownership Assignment,short,2851,0,2,0,True,True,False,True,False
gemini-3.1-pro,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Non-Compete,short,2851,0,0,0,True,True,False,False,True
gemini-3.1-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Governing Law,short,2909,0,0,0,True,True,,,
gemini-3.1-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Expiration Date,short,2909,2,2,2,True,True,,,
gemini-3.1-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Termination For Convenience,short,2909,2,2,2,True,True,True,True,True
gemini-3.1-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Cap On Liability,short,2909,0,0,0,True,True,False,False,True
gemini-3.1-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Ip Ownership Assignment,short,2909,0,0,0,True,True,False,False,True
gemini-3.1-pro,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Non-Compete,short,2909,2,3,2,True,True,True,True,True
gemini-3.1-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Governing Law,medium,2955,1,1,1,True,True,,,
gemini-3.1-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Expiration Date,medium,2955,1,1,1,True,True,,,
gemini-3.1-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Termination For Convenience,medium,2955,0,0,0,True,True,False,False,True
gemini-3.1-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Cap On Liability,medium,2955,1,1,5,True,True,True,True,True
gemini-3.1-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Ip Ownership Assignment,medium,2955,0,0,0,True,True,False,False,True
gemini-3.1-pro,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Non-Compete,medium,2955,0,0,0,True,True,False,False,True
gemini-3.1-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Governing Law,medium,3435,0,0,0,True,True,,,
gemini-3.1-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Expiration Date,medium,3435,1,2,1,True,True,,,
gemini-3.1-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Termination For Convenience,medium,3435,0,0,0,True,True,False,False,True
gemini-3.1-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Cap On Liability,medium,3435,1,2,1,True,True,True,True,True
gemini-3.1-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Ip Ownership Assignment,medium,3435,0,0,0,True,True,False,False,True
gemini-3.1-pro,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Non-Compete,medium,3435,0,0,0,True,True,False,False,True
gemini-3.1-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,Governing Law,medium,3596,1,1,1,True,True,,,
gemini-3.1-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,Expiration Date,medium,3596,0,0,0,True,True,,,
gemini-3.1-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,Termination For Convenience,medium,3596,0,0,0,True,True,False,False,True
gemini-3.1-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,Cap On Liability,medium,3596,0,0,0,True,True,False,False,True
gemini-3.1-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,Ip Ownership Assignment,medium,3596,0,0,0,True,True,False,False,True
gemini-3.1-pro,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,Non-Compete,medium,3596,0,0,0,True,True,False,False,True
gemini-3.1-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Governing Law,medium,3770,1,1,1,True,True,,,
gemini-3.1-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Expiration Date,medium,3770,1,2,1,True,True,,,
gemini-3.1-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Termination For Convenience,medium,3770,0,0,0,True,True,False,False,True
gemini-3.1-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Cap On Liability,medium,3770,0,0,0,True,True,False,False,True
gemini-3.1-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Ip Ownership Assignment,medium,3770,0,0,0,True,True,False,False,True
gemini-3.1-pro,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,Non-Compete,medium,3770,1,3,1,True,True,True,True,True
gemini-3.1-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Governing Law,medium,4102,1,1,1,True,True,,,
gemini-3.1-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Expiration Date,medium,4102,1,1,1,True,True,,,
gemini-3.1-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Termination For Convenience,medium,4102,0,0,0,True,True,False,False,True
gemini-3.1-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Cap On Liability,medium,4102,0,0,0,True,True,False,False,True
gemini-3.1-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Ip Ownership Assignment,medium,4102,0,0,0,True,True,False,False,True
gemini-3.1-pro,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,Non-Compete,medium,4102,0,0,0,True,True,False,False,True
gemini-3.1-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Governing Law,medium,4870,1,1,1,True,True,,,
gemini-3.1-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Expiration Date,medium,4870,1,1,1,True,True,,,
gemini-3.1-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Termination For Convenience,medium,4870,1,1,1,True,True,True,True,True
gemini-3.1-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Cap On Liability,medium,4870,0,0,0,True,True,False,False,True
gemini-3.1-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Ip Ownership Assignment,medium,4870,1,2,3,True,True,True,True,True
gemini-3.1-pro,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,Non-Compete,medium,4870,0,1,0,True,True,False,True,False
gemini-3.1-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Governing Law,medium,5780,1,1,1,True,True,,,
gemini-3.1-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Expiration Date,medium,5780,1,1,1,True,True,,,
gemini-3.1-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Termination For Convenience,medium,5780,0,0,0,True,True,False,False,True
gemini-3.1-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Cap On Liability,medium,5780,0,1,0,True,True,False,True,False
gemini-3.1-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Ip Ownership Assignment,medium,5780,0,2,0,True,True,False,True,False
gemini-3.1-pro,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,Non-Compete,medium,5780,0,1,0,True,True,False,True,False
gemini-3.1-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Governing Law,medium,5880,1,1,1,True,True,,,
gemini-3.1-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Expiration Date,medium,5880,1,1,3,True,True,,,
gemini-3.1-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Termination For Convenience,medium,5880,0,0,0,True,True,False,False,True
gemini-3.1-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Cap On Liability,medium,5880,1,1,1,True,True,True,True,True
gemini-3.1-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Ip Ownership Assignment,medium,5880,0,0,0,True,True,False,False,True
gemini-3.1-pro,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,Non-Compete,medium,5880,0,0,1,True,True,True,False,False
gemini-3.1-pro,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Governing Law,medium,6029,1,1,1,True,True,,,
gemini-3.1-pro,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Expiration Date,medium,6029,1,2,1,True,True,,,
gemini-3.1-pro,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Termination For Convenience,medium,6029,2,2,2,True,True,True,True,True
gemini-3.1-pro,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Cap On Liability,medium,6029,1,1,9,True,True,True,True,True
gemini-3.1-pro,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Ip Ownership Assignment,medium,6029,0,0,0,True,True,False,False,True
gemini-3.1-pro,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",Non-Compete,medium,6029,0,4,0,True,True,False,True,False
gemini-3.1-pro,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Governing Law,medium,7145,1,1,1,True,True,,,
gemini-3.1-pro,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Expiration Date,medium,7145,1,1,1,True,True,,,
gemini-3.1-pro,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Termination For Convenience,medium,7145,0,0,0,True,True,False,False,True
gemini-3.1-pro,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Cap On Liability,medium,7145,0,1,0,True,True,False,True,False
gemini-3.1-pro,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Ip Ownership Assignment,medium,7145,0,0,0,True,True,False,False,True
gemini-3.1-pro,"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",Non-Compete,medium,7145,0,0,0,True,True,False,False,True
gemini-3.1-pro,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Governing Law,medium,7337,1,1,1,True,True,,,
gemini-3.1-pro,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,Expiration Date,medium,7337,2,2,2,True,True,,,
